Live births by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 25/08/2021
Code Year  ARDY   Cohort       Total
AUT  2001    21    1980      2280.00
AUT  2001    22    1979      2606.00
AUT  2001    23    1978      3024.00
AUT  2001    24    1977      3437.00
AUT  2001    25    1976      3875.00
AUT  2001    26    1975      4590.00
AUT  2001    27    1974      5114.00
AUT  2001    28    1973      5204.00
AUT  2001    29    1972      5361.00
AUT  2001    30    1971      5447.00
AUT  2001    31    1970      5120.00
AUT  2001    32    1969      4896.00
AUT  2001    33    1968      4309.00
AUT  2001    34    1967      3764.00
AUT  2001    35    1966      3016.00
AUT  2001    36    1965      2463.00
AUT  2001    37    1964      1953.00
AUT  2001    38    1963      1496.00
AUT  2001    39    1962      1116.00
AUT  2001    40    1961       819.00
AUT  2001    41    1960       558.00
AUT  2001    42    1959       333.00
AUT  2001    43    1958       188.00
AUT  2001    44    1957       108.00
AUT  2001    45    1956        62.00
AUT  2001    46    1955        23.00
AUT  2001    47    1954        10.00
AUT  2001    48    1953         3.00
AUT  2001    49    1952         0.00
AUT  2001    50    1951         1.00
AUT  2001    51    1950         2.00
AUT  2001    52    1949         2.00
AUT  2001    53    1948         0.00
AUT  2001    54    1947         0.00
AUT  2001    55+   1946-        1.00
AUT  2002    12-   1990+        0.00
AUT  2002    13    1989         0.00
AUT  2002    14    1988         5.00
AUT  2002    15    1987        45.00
AUT  2002    16    1986       156.00
AUT  2002    17    1985       351.00
AUT  2002    18    1984       707.00
AUT  2002    19    1983      1185.00
AUT  2002    20    1982      1858.00
AUT  2002    21    1981      2316.00
AUT  2002    22    1980      2752.00
AUT  2002    23    1979      3109.00
AUT  2002    24    1978      3569.00
AUT  2002    25    1977      4034.00
AUT  2002    26    1976      4343.00
AUT  2002    27    1975      4993.00
AUT  2002    28    1974      5403.00
AUT  2002    29    1973      5424.00
AUT  2002    30    1972      5653.00
AUT  2002    31    1971      5303.00
AUT  2002    32    1970      5060.00
AUT  2002    33    1969      4552.00
AUT  2002    34    1968      3996.00
AUT  2002    35    1967      3332.00
AUT  2002    36    1966      2733.00
AUT  2002    37    1965      2190.00
AUT  2002    38    1964      1704.00
AUT  2002    39    1963      1283.00
AUT  2002    40    1962       952.00
AUT  2002    41    1961       591.00
AUT  2002    42    1960       380.00
AUT  2002    43    1959       207.00
AUT  2002    44    1958       113.00
AUT  2002    45    1957        51.00
AUT  2002    46    1956        27.00
AUT  2002    47    1955        10.00
AUT  2002    48    1954         7.00
AUT  2002    49    1953         1.00
AUT  2002    50    1952         1.00
AUT  2002    51    1951         0.00
AUT  2002    52    1950         0.00
AUT  2002    53    1949         1.00
AUT  2002    54    1948         0.00
AUT  2002    55+   1947-        2.00
AUT  2003    12-   1991+        0.00
AUT  2003    13    1990         1.00
AUT  2003    14    1989         8.00
AUT  2003    15    1988        30.00
AUT  2003    16    1987       157.00
AUT  2003    17    1986       338.00
AUT  2003    18    1985       663.00
AUT  2003    19    1984      1163.00
AUT  2003    20    1983      1672.00
AUT  2003    21    1982      2241.00
AUT  2003    22    1981      2674.00
AUT  2003    23    1980      3127.00
AUT  2003    24    1979      3378.00
AUT  2003    25    1978      3918.00
AUT  2003    26    1977      4235.00
AUT  2003    27    1976      4625.00
AUT  2003    28    1975      5181.00
AUT  2003    29    1974      5431.00
AUT  2003    30    1973      5211.00
AUT  2003    31    1972      5336.00
AUT  2003    32    1971      4843.00
AUT  2003    33    1970      4318.00
AUT  2003    34    1969      4020.00
AUT  2003    35    1968      3509.00
AUT  2003    36    1967      2981.00
AUT  2003    37    1966      2204.00
AUT  2003    38    1965      1831.00
AUT  2003    39    1964      1325.00
AUT  2003    40    1963       983.00
AUT  2003    41    1962       662.00
AUT  2003    42    1961       413.00
AUT  2003    43    1960       229.00
AUT  2003    44    1959       114.00
AUT  2003    45    1958        76.00
AUT  2003    46    1957        28.00
AUT  2003    47    1956         9.00
AUT  2003    48    1955         5.00
AUT  2003    49    1954         2.00
AUT  2003    50    1953         3.00
AUT  2003    51    1952         0.00
AUT  2003    52    1951         0.00
AUT  2003    53    1950         0.00
AUT  2003    54    1949         0.00
AUT  2003    55+   1948-        0.00
AUT  2004    12-   1992+        0.00
AUT  2004    13    1991         0.00
AUT  2004    14    1990         7.00
AUT  2004    15    1989        43.00
AUT  2004    16    1988       149.00
AUT  2004    17    1987       366.00
AUT  2004    18    1986       662.00
AUT  2004    19    1985      1192.00
AUT  2004    20    1984      1808.00
AUT  2004    21    1983      2123.00
AUT  2004    22    1982      2894.00
AUT  2004    23    1981      3258.00
AUT  2004    24    1980      3687.00
AUT  2004    25    1979      4067.00
AUT  2004    26    1978      4303.00
AUT  2004    27    1977      4609.00
AUT  2004    28    1976      5093.00
AUT  2004    29    1975      5304.00
AUT  2004    30    1974      5534.00
AUT  2004    31    1973      5301.00
AUT  2004    32    1972      4943.00
AUT  2004    33    1971      4560.00
AUT  2004    34    1970      3894.00
AUT  2004    35    1969      3643.00
AUT  2004    36    1968      3081.00
AUT  2004    37    1967      2433.00
AUT  2004    38    1966      1888.00
AUT  2004    39    1965      1479.00
AUT  2004    40    1964      1049.00
AUT  2004    41    1963       673.00
AUT  2004    42    1962       416.00
AUT  2004    43    1961       260.00
AUT  2004    44    1960       134.00
AUT  2004    45    1959        69.00
AUT  2004    46    1958        23.00
AUT  2004    47    1957        10.00
AUT  2004    48    1956         6.00
AUT  2004    49    1955         1.00
AUT  2004    50    1954         1.00
AUT  2004    51    1953         1.00
AUT  2004    52    1952         0.00
AUT  2004    53    1951         0.00
AUT  2004    54    1950         1.00
AUT  2004    55+   1949-        3.00
AUT  2005    12-   1993+        0.00
AUT  2005    13    1992         0.00
AUT  2005    14    1991         2.00
AUT  2005    15    1990        20.00
AUT  2005    16    1989       117.00
AUT  2005    17    1988       307.00
AUT  2005    18    1987       681.00
AUT  2005    19    1986      1199.00
AUT  2005    20    1985      1693.00
AUT  2005    21    1984      2032.00
AUT  2005    22    1983      2496.00
AUT  2005    23    1982      3243.00
AUT  2005    24    1981      3679.00
AUT  2005    25    1980      4199.00
AUT  2005    26    1979      4421.00
AUT  2005    27    1978      4503.00
AUT  2005    28    1977      5008.00
AUT  2005    29    1976      5103.00
AUT  2005    30    1975      5256.00
AUT  2005    31    1974      5131.00
AUT  2005    32    1973      4816.00
AUT  2005    33    1972      4674.00
AUT  2005    34    1971      4113.00
AUT  2005    35    1970      3608.00
AUT  2005    36    1969      3124.00
AUT  2005    37    1968      2485.00
AUT  2005    38    1967      1995.00
AUT  2005    39    1966      1459.00
AUT  2005    40    1965      1104.00
AUT  2005    41    1964       725.00
AUT  2005    42    1963       461.00
AUT  2005    43    1962       272.00
AUT  2005    44    1961       133.00
AUT  2005    45    1960        68.00
AUT  2005    46    1959        31.00
AUT  2005    47    1958        20.00
AUT  2005    48    1957         2.00
AUT  2005    49    1956         4.00
AUT  2005    50    1955         2.00
AUT  2005    51    1954         0.00
AUT  2005    52    1953         1.00
AUT  2005    53    1952         1.00
AUT  2005    54    1951         0.00
AUT  2005    55+   1950-        2.00
AUT  2006    12-   1994+        0.00
AUT  2006    13    1993         1.00
AUT  2006    14    1992         6.00
AUT  2006    15    1991        38.00
AUT  2006    16    1990       121.00
AUT  2006    17    1989       293.00
AUT  2006    18    1988       604.00
AUT  2006    19    1987      1108.00
AUT  2006    20    1986      1595.00
AUT  2006    21    1985      2144.00
AUT  2006    22    1984      2498.00
AUT  2006    23    1983      2869.00
AUT  2006    24    1982      3641.00
AUT  2006    25    1981      4069.00
AUT  2006    26    1980      4375.00
AUT  2006    27    1979      4629.00
AUT  2006    28    1978      4989.00
AUT  2006    29    1977      5014.00
AUT  2006    30    1976      5188.00
AUT  2006    31    1975      5115.00
AUT  2006    32    1974      5029.00
AUT  2006    33    1973      4450.00
AUT  2006    34    1972      4166.00
AUT  2006    35    1971      3641.00
AUT  2006    36    1970      3048.00
AUT  2006    37    1969      2582.00
AUT  2006    38    1968      2066.00
AUT  2006    39    1967      1564.00
AUT  2006    40    1966      1156.00
AUT  2006    41    1965       791.00
AUT  2006    42    1964       531.00
AUT  2006    43    1963       288.00
AUT  2006    44    1962       156.00
AUT  2006    45    1961        82.00
AUT  2006    46    1960        36.00
AUT  2006    47    1959        16.00
AUT  2006    48    1958         9.00
AUT  2006    49    1957         1.00
AUT  2006    50    1956         1.00
AUT  2006    51    1955         2.00
AUT  2006    52    1954         0.00
AUT  2006    53    1953         0.00
AUT  2006    54    1952         0.00
AUT  2006    55+   1951-        2.00
AUT  2007    12-   1995+        0.00
AUT  2007    13    1994         0.00
AUT  2007    14    1993         1.00
AUT  2007    15    1992        25.00
AUT  2007    16    1991       125.00
AUT  2007    17    1990       290.00
AUT  2007    18    1989       559.00
AUT  2007    19    1988      1033.00
AUT  2007    20    1987      1530.00
AUT  2007    21    1986      1926.00
AUT  2007    22    1985      2337.00
AUT  2007    23    1984      2926.00
AUT  2007    24    1983      3344.00
AUT  2007    25    1982      3902.00
AUT  2007    26    1981      4560.00
AUT  2007    27    1980      4702.00
AUT  2007    28    1979      4764.00
AUT  2007    29    1978      4906.00
AUT  2007    30    1977      4950.00
AUT  2007    31    1976      4896.00
AUT  2007    32    1975      4806.00
AUT  2007    33    1974      4647.00
AUT  2007    34    1973      3895.00
AUT  2007    35    1972      3512.00
AUT  2007    36    1971      3185.00
AUT  2007    37    1970      2593.00
AUT  2007    38    1969      2059.00
AUT  2007    39    1968      1604.00
AUT  2007    40    1967      1253.00
AUT  2007    41    1966       802.00
AUT  2007    42    1965       520.00
AUT  2007    43    1964       282.00
AUT  2007    44    1963       149.00
AUT  2007    45    1962        92.00
AUT  2007    46    1961        46.00
AUT  2007    47    1960        12.00
AUT  2007    48    1959         8.00
AUT  2007    49    1958         3.00
AUT  2007    50    1957         0.00
AUT  2007    51    1956         2.00
AUT  2007    52    1955         3.00
AUT  2007    53    1954         0.00
AUT  2007    54    1953         0.00
AUT  2007    55+   1952-        1.00
AUT  2008    12-   1996+        1.00
AUT  2008    13    1995         0.00
AUT  2008    14    1994         2.00
AUT  2008    15    1993        28.00
AUT  2008    16    1992       130.00
AUT  2008    17    1991       302.00
AUT  2008    18    1990       604.00
AUT  2008    19    1989      1022.00
AUT  2008    20    1988      1547.00
AUT  2008    21    1987      2010.00
AUT  2008    22    1986      2357.00
AUT  2008    23    1985      2775.00
AUT  2008    24    1984      3330.00
AUT  2008    25    1983      3763.00
AUT  2008    26    1982      4530.00
AUT  2008    27    1981      4953.00
AUT  2008    28    1980      5170.00
AUT  2008    29    1979      5158.00
AUT  2008    30    1978      4978.00
AUT  2008    31    1977      4942.00
AUT  2008    32    1976      4816.00
AUT  2008    33    1975      4467.00
AUT  2008    34    1974      4170.00
AUT  2008    35    1973      3615.00
AUT  2008    36    1972      3132.00
AUT  2008    37    1971      2688.00
AUT  2008    38    1970      2207.00
AUT  2008    39    1969      1658.00
AUT  2008    40    1968      1292.00
AUT  2008    41    1967       823.00
AUT  2008    42    1966       527.00
AUT  2008    43    1965       365.00
AUT  2008    44    1964       197.00
AUT  2008    45    1963        83.00
AUT  2008    46    1962        49.00
AUT  2008    47    1961        22.00
AUT  2008    48    1960        18.00
AUT  2008    49    1959         9.00
AUT  2008    50    1958         8.00
AUT  2008    51    1957         2.00
AUT  2008    52    1956         0.00
AUT  2008    53    1955         0.00
AUT  2008    54    1954         0.00
AUT  2008    55+   1953-        2.00
