Live births by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 25/08/2021
Code Year  ARDY   Cohort       Total
HUN  1965    16    1949       626.00
HUN  1965    17    1948      1797.00
HUN  1965    18    1947      3781.00
HUN  1965    19    1946      6292.00
HUN  1965    20    1945      8909.00
HUN  1965    21    1944     11868.00
HUN  1965    22    1943     11462.00
HUN  1965    23    1942     11502.00
HUN  1965    24    1941     10157.00
HUN  1965    25    1940      9602.00
HUN  1965    26    1939      8240.00
HUN  1965    27    1938      7426.00
HUN  1965    28    1937      6578.00
HUN  1965    29    1936      5720.00
HUN  1965    30    1935      5063.00
HUN  1965    31    1934      4255.00
HUN  1965    32    1933      3690.00
HUN  1965    33    1932      3006.00
HUN  1965    34    1931      2610.00
HUN  1965    35    1930      2371.00
HUN  1965    36    1929      1737.00
HUN  1965    37    1928      1498.00
HUN  1965    38    1927      1201.00
HUN  1965    39    1926      1003.00
HUN  1965    40    1925       792.00
HUN  1965    41    1924       576.00
HUN  1965    42    1923       386.00
HUN  1965    43    1922       277.00
HUN  1965    44    1921       207.00
HUN  1965    45    1920       102.00
HUN  1965    46    1919        39.00
HUN  1965    47    1918         9.00
HUN  1965    48    1917         2.00
HUN  1965    49    1916         1.00
HUN  1965    50    1915         0.00
HUN  1965    51    1914         8.00
HUN  1965    52    1913         0.00
HUN  1965    53    1912         0.00
HUN  1965    54    1911         0.00
HUN  1965    55+   1910-        0.00
HUN  1966    12-   1954+        0.02
HUN  1966    13    1953         1.72
HUN  1966    14    1952        34.95
HUN  1966    15    1951       203.31
HUN  1966    16    1950       646.00
HUN  1966    17    1949      1913.00
HUN  1966    18    1948      4186.00
HUN  1966    19    1947      7519.00
HUN  1966    20    1946      9288.00
HUN  1966    21    1945     10739.00
HUN  1966    22    1944     13108.00
HUN  1966    23    1943     11437.00
HUN  1966    24    1942     11072.00
HUN  1966    25    1941      9777.00
HUN  1966    26    1940      9096.00
HUN  1966    27    1939      7610.00
HUN  1966    28    1938      6889.00
HUN  1966    29    1937      5998.00
HUN  1966    30    1936      4989.00
HUN  1966    31    1935      4292.00
HUN  1966    32    1934      3633.00
HUN  1966    33    1933      3082.00
HUN  1966    34    1932      2750.00
HUN  1966    35    1931      2234.00
HUN  1966    36    1930      1934.00
HUN  1966    37    1929      1442.00
HUN  1966    38    1928      1278.00
HUN  1966    39    1927       991.00
HUN  1966    40    1926       737.00
HUN  1966    41    1925       599.00
HUN  1966    42    1924       358.00
HUN  1966    43    1923       278.00
HUN  1966    44    1922       185.00
HUN  1966    45    1921       108.00
HUN  1966    46    1920        61.00
HUN  1966    47    1919        11.00
HUN  1966    48    1918         0.00
HUN  1966    49    1917         3.00
HUN  1966    50    1916         3.00
HUN  1966    51    1915         3.00
HUN  1966    52    1914         0.00
HUN  1966    53    1913         0.00
HUN  1966    54    1912         0.00
HUN  1966    55+   1911-        0.00
HUN  1967    12-   1955+        0.02
HUN  1967    13    1954         2.02
HUN  1967    14    1953        43.66
HUN  1967    15    1952       225.29
HUN  1967    16    1951       663.00
HUN  1967    17    1950      2055.00
HUN  1967    18    1949      4676.00
HUN  1967    19    1948      8407.00
HUN  1967    20    1947     11380.00
HUN  1967    21    1946     11181.00
HUN  1967    22    1945     11789.00
HUN  1967    23    1944     13138.00
HUN  1967    24    1943     11650.00
HUN  1967    25    1942     10968.00
HUN  1967    26    1941      9406.00
HUN  1967    27    1940      8891.00
HUN  1967    28    1939      7189.00
HUN  1967    29    1938      6429.00
HUN  1967    30    1937      5512.00
HUN  1967    31    1936      4728.00
HUN  1967    32    1935      4020.00
HUN  1967    33    1934      3301.00
HUN  1967    34    1933      2727.00
HUN  1967    35    1932      2385.00
HUN  1967    36    1931      1875.00
HUN  1967    37    1930      1641.00
HUN  1967    38    1929      1305.00
HUN  1967    39    1928       990.00
HUN  1967    40    1927       763.00
HUN  1967    41    1926       518.00
HUN  1967    42    1925       399.00
HUN  1967    43    1924       265.00
HUN  1967    44    1923       181.00
HUN  1967    45    1922        97.00
HUN  1967    46    1921        51.00
HUN  1967    47    1920        17.00
HUN  1967    48    1919         9.00
HUN  1967    49    1918         3.00
HUN  1967    50    1917         2.00
HUN  1967    51    1916         4.00
HUN  1967    52    1915         0.00
HUN  1967    53    1914         0.00
HUN  1967    54    1913         0.00
HUN  1967    55+   1912-        0.00
HUN  1968    12-   1956+        0.02
HUN  1968    13    1955         1.84
HUN  1968    14    1954        44.05
HUN  1968    15    1953       224.09
HUN  1968    16    1952       707.00
HUN  1968    17    1951      2138.00
HUN  1968    18    1950      4782.00
HUN  1968    19    1949      8799.00
HUN  1968    20    1948     12133.00
HUN  1968    21    1947     13220.00
HUN  1968    22    1946     11969.00
HUN  1968    23    1945     11837.00
HUN  1968    24    1944     12616.00
HUN  1968    25    1943     10904.00
HUN  1968    26    1942     10318.00
HUN  1968    27    1941      8774.00
HUN  1968    28    1940      8025.00
HUN  1968    29    1939      6698.00
HUN  1968    30    1938      5802.00
HUN  1968    31    1937      4791.00
HUN  1968    32    1936      4099.00
HUN  1968    33    1935      3319.00
HUN  1968    34    1934      2820.00
HUN  1968    35    1933      2306.00
HUN  1968    36    1932      1989.00
HUN  1968    37    1931      1551.00
HUN  1968    38    1930      1336.00
HUN  1968    39    1929       960.00
HUN  1968    40    1928       777.00
HUN  1968    41    1927       535.00
HUN  1968    42    1926       407.00
HUN  1968    43    1925       244.00
HUN  1968    44    1924       125.00
HUN  1968    45    1923        94.00
HUN  1968    46    1922        40.00
HUN  1968    47    1921        15.00
HUN  1968    48    1920        10.00
HUN  1968    49    1919         3.00
HUN  1968    50    1918         1.00
HUN  1968    51    1917         5.00
HUN  1968    52    1916         0.00
HUN  1968    53    1915         0.00
HUN  1968    54    1914         0.00
HUN  1968    55+   1913-        0.00
HUN  1969    12-   1957+        0.02
HUN  1969    13    1956         2.27
HUN  1969    14    1955        53.58
HUN  1969    15    1954       254.14
HUN  1969    16    1953       772.00
HUN  1969    17    1952      1956.00
HUN  1969    18    1951      4729.00
HUN  1969    19    1950      9568.00
HUN  1969    20    1949     12353.00
HUN  1969    21    1948     13855.00
HUN  1969    22    1947     13611.00
HUN  1969    23    1946     11466.00
HUN  1969    24    1945     10783.00
HUN  1969    25    1944     11409.00
HUN  1969    26    1943      9694.00
HUN  1969    27    1942      8841.00
HUN  1969    28    1941      7508.00
HUN  1969    29    1940      6844.00
HUN  1969    30    1939      5468.00
HUN  1969    31    1938      4849.00
HUN  1969    32    1937      3991.00
HUN  1969    33    1936      3309.00
HUN  1969    34    1935      2767.00
HUN  1969    35    1934      2305.00
HUN  1969    36    1933      1843.00
HUN  1969    37    1932      1563.00
HUN  1969    38    1931      1225.00
HUN  1969    39    1930      1043.00
HUN  1969    40    1929       760.00
HUN  1969    41    1928       550.00
HUN  1969    42    1927       378.00
HUN  1969    43    1926       251.00
HUN  1969    44    1925       148.00
HUN  1969    45    1924        76.00
HUN  1969    46    1923        43.00
HUN  1969    47    1922        16.00
HUN  1969    48    1921        12.00
HUN  1969    49    1920         3.00
HUN  1969    50    1919         4.00
HUN  1969    51    1918        15.00
HUN  1969    52    1917         0.00
HUN  1969    53    1916         0.00
HUN  1969    54    1915         0.00
HUN  1969    55+   1914-        0.00
HUN  1970    12-   1958+        0.00
HUN  1970    13    1957         0.00
HUN  1970    14    1956        79.00
HUN  1970    15    1955       299.00
HUN  1970    16    1954       835.00
HUN  1970    17    1953      2187.00
HUN  1970    18    1952      4680.00
HUN  1970    19    1951      8931.00
HUN  1970    20    1950     12469.00
HUN  1970    21    1949     13819.00
HUN  1970    22    1948     13882.00
HUN  1970    23    1947     12690.00
HUN  1970    24    1946     10403.00
HUN  1970    25    1945      9756.00
HUN  1970    26    1944     10218.00
HUN  1970    27    1943      8447.00
HUN  1970    28    1942      7700.00
HUN  1970    29    1941      6252.00
HUN  1970    30    1940      5537.00
HUN  1970    31    1939      4475.00
HUN  1970    32    1938      3894.00
HUN  1970    33    1937      3134.00
HUN  1970    34    1936      2633.00
HUN  1970    35    1935      2129.00
HUN  1970    36    1934      1715.00
HUN  1970    37    1933      1455.00
HUN  1970    38    1932      1141.00
HUN  1970    39    1931       927.00
HUN  1970    40    1930       732.00
HUN  1970    41    1929       481.00
HUN  1970    42    1928       388.00
HUN  1970    43    1927       232.00
HUN  1970    44    1926       147.00
HUN  1970    45    1925        74.00
HUN  1970    46    1924        38.00
HUN  1970    47    1923        20.00
HUN  1970    48    1922         7.00
HUN  1970    49    1921         3.00
HUN  1970    50    1920         2.00
HUN  1970    51    1919         0.00
HUN  1970    52    1918         2.00
HUN  1970    53    1917         3.00
HUN  1970    54    1916         0.00
HUN  1970    55+   1915-        3.00
HUN  1971    12-   1959+        5.00
HUN  1971    13    1958         9.00
HUN  1971    14    1957        76.00
HUN  1971    15    1956       292.00
HUN  1971    16    1955       944.00
HUN  1971    17    1954      2591.00
HUN  1971    18    1953      4973.00
HUN  1971    19    1952      8747.00
HUN  1971    20    1951     12366.00
HUN  1971    21    1950     14106.00
HUN  1971    22    1949     13756.00
HUN  1971    23    1948     13063.00
HUN  1971    24    1947     11523.00
HUN  1971    25    1946      9395.00
HUN  1971    26    1945      8542.00
HUN  1971    27    1944      8611.00
HUN  1971    28    1943      7231.00
HUN  1971    29    1942      6325.00
HUN  1971    30    1941      5103.00
HUN  1971    31    1940      4609.00
HUN  1971    32    1939      3606.00
HUN  1971    33    1938      3135.00
HUN  1971    34    1937      2576.00
HUN  1971    35    1936      2070.00
HUN  1971    36    1935      1687.00
HUN  1971    37    1934      1363.00
HUN  1971    38    1933      1054.00
HUN  1971    39    1932       907.00
HUN  1971    40    1931       656.00
HUN  1971    41    1930       526.00
HUN  1971    42    1929       301.00
HUN  1971    43    1928       217.00
HUN  1971    44    1927       137.00
HUN  1971    45    1926        69.00
HUN  1971    46    1925        39.00
HUN  1971    47    1924        13.00
HUN  1971    48    1923         7.00
HUN  1971    49    1922         3.00
HUN  1971    50    1921         3.00
HUN  1971    51    1920         0.00
HUN  1971    52    1919         0.00
HUN  1971    53    1918         2.00
HUN  1971    54    1917         1.00
HUN  1971    55+   1916-        1.00
HUN  1972    12-   1960+        2.00
HUN  1972    13    1959        23.00
HUN  1972    14    1958        59.00
HUN  1972    15    1957       316.00
HUN  1972    16    1956       948.00
HUN  1972    17    1955      2582.00
HUN  1972    18    1954      5566.00
HUN  1972    19    1953      9379.00
HUN  1972    20    1952     11964.00
HUN  1972    21    1951     13884.00
HUN  1972    22    1950     14181.00
HUN  1972    23    1949     13432.00
HUN  1972    24    1948     12302.00
HUN  1972    25    1947     10865.00
HUN  1972    26    1946      8714.00
HUN  1972    27    1945      7684.00
HUN  1972    28    1944      7858.00
HUN  1972    29    1943      6057.00
HUN  1972    30    1942      5288.00
HUN  1972    31    1941      4372.00
HUN  1972    32    1940      3732.00
HUN  1972    33    1939      2923.00
HUN  1972    34    1938      2424.00
HUN  1972    35    1937      1912.00
HUN  1972    36    1936      1556.00
HUN  1972    37    1935      1314.00
HUN  1972    38    1934      1096.00
HUN  1972    39    1933       864.00
HUN  1972    40    1932       636.00
HUN  1972    41    1931       486.00
HUN  1972    42    1930       336.00
HUN  1972    43    1929       226.00
HUN  1972    44    1928       128.00
HUN  1972    45    1927        64.00
HUN  1972    46    1926        48.00
HUN  1972    47    1925        20.00
HUN  1972    48    1924         9.00
HUN  1972    49    1923         6.00
HUN  1972    50    1922         2.00
HUN  1972    51    1921         2.00
HUN  1972    52    1920         2.00
HUN  1972    53    1919         1.00
HUN  1972    54    1918         2.00
HUN  1972    55+   1917-        0.00
HUN  1973    12-   1961+        0.00
HUN  1973    13    1960         5.00
HUN  1973    14    1959        69.00
HUN  1973    15    1958       287.00
HUN  1973    16    1957       920.00
HUN  1973    17    1956      2476.00
HUN  1973    18    1955      5552.00
HUN  1973    19    1954     10404.00
HUN  1973    20    1953     12621.00
HUN  1973    21    1952     13319.00
HUN  1973    22    1951     14117.00
HUN  1973    23    1950     13804.00
HUN  1973    24    1949     12527.00
HUN  1973    25    1948     11556.00
HUN  1973    26    1947      9901.00
HUN  1973    27    1946      7670.00
HUN  1973    28    1945      6656.00
HUN  1973    29    1944      6556.00
HUN  1973    30    1943      5292.00
HUN  1973    31    1942      4559.00
HUN  1973    32    1941      3558.00
HUN  1973    33    1940      3148.00
HUN  1973    34    1939      2449.00
HUN  1973    35    1938      2044.00
HUN  1973    36    1937      1635.00
HUN  1973    37    1936      1394.00
HUN  1973    38    1935      1033.00
HUN  1973    39    1934       821.00
HUN  1973    40    1933       569.00
HUN  1973    41    1932       470.00
HUN  1973    42    1931       298.00
HUN  1973    43    1930       246.00
HUN  1973    44    1929       134.00
HUN  1973    45    1928        63.00
HUN  1973    46    1927        38.00
HUN  1973    47    1926        16.00
HUN  1973    48    1925         5.00
HUN  1973    49    1924         1.00
HUN  1973    50    1923         4.00
HUN  1973    51    1922         1.00
HUN  1973    52    1921         1.00
HUN  1973    53    1920         2.00
HUN  1973    54    1919         0.00
HUN  1973    55+   1918-        2.00
HUN  1974    12-   1962+        0.00
HUN  1974    13    1961         9.00
HUN  1974    14    1960        83.00
HUN  1974    15    1959       317.00
HUN  1974    16    1958       980.00
HUN  1974    17    1957      2698.00
HUN  1974    18    1956      5716.00
HUN  1974    19    1955     11132.00
HUN  1974    20    1954     15616.00
HUN  1974    21    1953     16295.00
HUN  1974    22    1952     15823.00
HUN  1974    23    1951     16151.00
HUN  1974    24    1950     15303.00
HUN  1974    25    1949     13990.00
HUN  1974    26    1948     12563.00
HUN  1974    27    1947     10603.00
HUN  1974    28    1946      8334.00
HUN  1974    29    1945      7057.00
HUN  1974    30    1944      6873.00
HUN  1974    31    1943      5411.00
HUN  1974    32    1942      4725.00
HUN  1974    33    1941      3693.00
HUN  1974    34    1940      3115.00
HUN  1974    35    1939      2390.00
HUN  1974    36    1938      1824.00
HUN  1974    37    1937      1477.00
HUN  1974    38    1936      1145.00
HUN  1974    39    1935       943.00
HUN  1974    40    1934       670.00
HUN  1974    41    1933       508.00
HUN  1974    42    1932       369.00
HUN  1974    43    1931       206.00
HUN  1974    44    1930       143.00
HUN  1974    45    1929        63.00
HUN  1974    46    1928        37.00
HUN  1974    47    1927        13.00
HUN  1974    48    1926         5.00
HUN  1974    49    1925         6.00
HUN  1974    50    1924         2.00
HUN  1974    51    1923         0.00
HUN  1974    52    1922         0.00
HUN  1974    53    1921         0.00
HUN  1974    54    1920         0.00
HUN  1974    55+   1919-        0.00
HUN  1975    12-   1963+        2.00
HUN  1975    13    1962         7.00
HUN  1975    14    1961        83.00
HUN  1975    15    1960       359.00
HUN  1975    16    1959      1111.00
HUN  1975    17    1958      2926.00
HUN  1975    18    1957      5864.00
HUN  1975    19    1956     10876.00
HUN  1975    20    1955     15096.00
HUN  1975    21    1954     18054.00
HUN  1975    22    1953     17170.00
HUN  1975    23    1952     15960.00
HUN  1975    24    1951     15635.00
HUN  1975    25    1950     14766.00
HUN  1975    26    1949     13143.00
HUN  1975    27    1948     11571.00
HUN  1975    28    1947      9696.00
HUN  1975    29    1946      7459.00
HUN  1975    30    1945      6363.00
HUN  1975    31    1944      6112.00
HUN  1975    32    1943      4815.00
HUN  1975    33    1942      4130.00
HUN  1975    34    1941      3156.00
HUN  1975    35    1940      2512.00
HUN  1975    36    1939      1941.00
HUN  1975    37    1938      1517.00
HUN  1975    38    1937      1147.00
HUN  1975    39    1936       852.00
HUN  1975    40    1935       659.00
HUN  1975    41    1934       501.00
HUN  1975    42    1933       317.00
HUN  1975    43    1932       211.00
HUN  1975    44    1931       102.00
HUN  1975    45    1930        85.00
HUN  1975    46    1929        27.00
HUN  1975    47    1928         6.00
HUN  1975    48    1927         4.00
HUN  1975    49    1926         3.00
HUN  1975    50    1925         0.00
HUN  1975    51    1924         0.00
HUN  1975    52    1923         2.00
HUN  1975    53    1922         0.00
HUN  1975    54    1921         0.00
HUN  1975    55+   1920-        0.00
HUN  1976    12-   1964+        1.00
HUN  1976    13    1963         8.00
HUN  1976    14    1962        60.00
HUN  1976    15    1961       322.00
HUN  1976    16    1960      1195.00
HUN  1976    17    1959      3075.00
HUN  1976    18    1958      5898.00
HUN  1976    19    1957     10012.00
HUN  1976    20    1956     14183.00
HUN  1976    21    1955     17057.00
HUN  1976    22    1954     18509.00
HUN  1976    23    1953     16698.00
HUN  1976    24    1952     14359.00
HUN  1976    25    1951     13656.00
HUN  1976    26    1950     12277.00
HUN  1976    27    1949     10567.00
HUN  1976    28    1948      9199.00
HUN  1976    29    1947      7703.00
HUN  1976    30    1946      5827.00
HUN  1976    31    1945      4742.00
HUN  1976    32    1944      4544.00
HUN  1976    33    1943      3591.00
HUN  1976    34    1942      2914.00
HUN  1976    35    1941      2216.00
HUN  1976    36    1940      1791.00
HUN  1976    37    1939      1353.00
HUN  1976    38    1938      1075.00
HUN  1976    39    1937       822.00
HUN  1976    40    1936       618.00
HUN  1976    41    1935       412.00
HUN  1976    42    1934       302.00
HUN  1976    43    1933       191.00
HUN  1976    44    1932       112.00
HUN  1976    45    1931        62.00
HUN  1976    46    1930        31.00
HUN  1976    47    1929        11.00
HUN  1976    48    1928         6.00
HUN  1976    49    1927         0.00
HUN  1976    50    1926         1.00
HUN  1976    51    1925         1.00
HUN  1976    52    1924         1.00
HUN  1976    53    1923         1.00
HUN  1976    54    1922         2.00
HUN  1976    55+   1921-        0.00
HUN  1977    12-   1965+        0.00
HUN  1977    13    1964         7.00
HUN  1977    14    1963        71.00
HUN  1977    15    1962       318.00
HUN  1977    16    1961      1185.00
HUN  1977    17    1960      3055.00
HUN  1977    18    1959      5830.00
HUN  1977    19    1958      9103.00
HUN  1977    20    1957     12313.00
HUN  1977    21    1956     15392.00
HUN  1977    22    1955     17102.00
HUN  1977    23    1954     17493.00
HUN  1977    24    1953     15266.00
HUN  1977    25    1952     12728.00
HUN  1977    26    1951     11795.00
HUN  1977    27    1950     10444.00
HUN  1977    28    1949      8686.00
HUN  1977    29    1948      7384.00
HUN  1977    30    1947      6148.00
HUN  1977    31    1946      4594.00
HUN  1977    32    1945      3775.00
HUN  1977    33    1944      3512.00
HUN  1977    34    1943      2700.00
HUN  1977    35    1942      2218.00
HUN  1977    36    1941      1674.00
HUN  1977    37    1940      1365.00
HUN  1977    38    1939       927.00
HUN  1977    39    1938       766.00
HUN  1977    40    1937       548.00
HUN  1977    41    1936       410.00
HUN  1977    42    1935       321.00
HUN  1977    43    1934       192.00
HUN  1977    44    1933       130.00
HUN  1977    45    1932        66.00
HUN  1977    46    1931        31.00
HUN  1977    47    1930        18.00
HUN  1977    48    1929         3.00
HUN  1977    49    1928         2.00
HUN  1977    50    1927         0.00
HUN  1977    51    1926         2.00
HUN  1977    52    1925         0.00
HUN  1977    53    1924         0.00
HUN  1977    54    1923         0.00
HUN  1977    55+   1922-        0.00
HUN  1978    12-   1966+        0.00
HUN  1978    13    1965        20.00
HUN  1978    14    1964        61.00
HUN  1978    15    1963       368.00
HUN  1978    16    1962      1144.00
HUN  1978    17    1961      2914.00
HUN  1978    18    1960      5740.00
HUN  1978    19    1959      8760.00
HUN  1978    20    1958     11460.00
HUN  1978    21    1957     13499.00
HUN  1978    22    1956     15512.00
HUN  1978    23    1955     16255.00
HUN  1978    24    1954     15897.00
HUN  1978    25    1953     13535.00
HUN  1978    26    1952     10942.00
HUN  1978    27    1951      9508.00
HUN  1978    28    1950      8300.00
HUN  1978    29    1949      6824.00
HUN  1978    30    1948      5805.00
HUN  1978    31    1947      4787.00
HUN  1978    32    1946      3591.00
HUN  1978    33    1945      2785.00
HUN  1978    34    1944      2622.00
HUN  1978    35    1943      1953.00
HUN  1978    36    1942      1534.00
HUN  1978    37    1941      1203.00
HUN  1978    38    1940       951.00
HUN  1978    39    1939       691.00
HUN  1978    40    1938       514.00
HUN  1978    41    1937       356.00
HUN  1978    42    1936       271.00
HUN  1978    43    1935       179.00
HUN  1978    44    1934        91.00
HUN  1978    45    1933        42.00
HUN  1978    46    1932        26.00
HUN  1978    47    1931         9.00
HUN  1978    48    1930         7.00
HUN  1978    49    1929         1.00
HUN  1978    50    1928         0.00
HUN  1978    51    1927         2.00
HUN  1978    52    1926         0.00
HUN  1978    53    1925         1.00
HUN  1978    54    1924         0.00
HUN  1978    55+   1923-        0.00
HUN  1979    12-   1967+        0.00
HUN  1979    13    1966        17.00
HUN  1979    14    1965        72.00
HUN  1979    15    1964       352.00
HUN  1979    16    1963      1154.00
HUN  1979    17    1962      2725.00
HUN  1979    18    1961      5481.00
HUN  1979    19    1960      8640.00
HUN  1979    20    1959     11048.00
HUN  1979    21    1958     12512.00
HUN  1979    22    1957     13284.00
HUN  1979    23    1956     14745.00
HUN  1979    24    1955     14903.00
HUN  1979    25    1954     14311.00
HUN  1979    26    1953     11861.00
HUN  1979    27    1952      9039.00
HUN  1979    28    1951      7854.00
HUN  1979    29    1950      6836.00
HUN  1979    30    1949      5472.00
HUN  1979    31    1948      4462.00
HUN  1979    32    1947      3477.00
HUN  1979    33    1946      2635.00
HUN  1979    34    1945      2059.00
HUN  1979    35    1944      1918.00
HUN  1979    36    1943      1469.00
HUN  1979    37    1942      1152.00
HUN  1979    38    1941       839.00
HUN  1979    39    1940       674.00
HUN  1979    40    1939       436.00
HUN  1979    41    1938       362.00
HUN  1979    42    1937       223.00
HUN  1979    43    1936       145.00
HUN  1979    44    1935        99.00
HUN  1979    45    1934        63.00
HUN  1979    46    1933        22.00
HUN  1979    47    1932        15.00
HUN  1979    48    1931         5.00
HUN  1979    49    1930         3.00
HUN  1979    50    1929         0.00
HUN  1979    51    1928         0.00
HUN  1979    52    1927         0.00
HUN  1979    53    1926         0.00
HUN  1979    54    1925         0.00
HUN  1979    55+   1924-        0.00
HUN  1980    12-   1968+        0.00
HUN  1980    13    1967         9.00
HUN  1980    14    1966       119.00
HUN  1980    15    1965       343.00
HUN  1980    16    1964      1141.00
HUN  1980    17    1963      2710.00
HUN  1980    18    1962      4843.00
HUN  1980    19    1961      7752.00
HUN  1980    20    1960     10066.00
HUN  1980    21    1959     11336.00
HUN  1980    22    1958     12098.00
HUN  1980    23    1957     12369.00
HUN  1980    24    1956     13254.00
HUN  1980    25    1955     12815.00
HUN  1980    26    1954     12011.00
HUN  1980    27    1953      9574.00
HUN  1980    28    1952      7333.00
HUN  1980    29    1951      6412.00
HUN  1980    30    1950      5314.00
HUN  1980    31    1949      4238.00
HUN  1980    32    1948      3475.00
HUN  1980    33    1947      2752.00
HUN  1980    34    1946      1978.00
HUN  1980    35    1945      1581.00
HUN  1980    36    1944      1425.00
HUN  1980    37    1943      1038.00
HUN  1980    38    1942       800.00
HUN  1980    39    1941       581.00
HUN  1980    40    1940       470.00
HUN  1980    41    1939       310.00
HUN  1980    42    1938       229.00
HUN  1980    43    1937       141.00
HUN  1980    44    1936        72.00
HUN  1980    45    1935        45.00
HUN  1980    46    1934        16.00
HUN  1980    47    1933        13.00
HUN  1980    48    1932         6.00
HUN  1980    49    1931         1.00
HUN  1980    50    1930         2.00
HUN  1980    51    1929         0.00
HUN  1980    52    1928         0.00
HUN  1980    53    1927         0.00
HUN  1980    54    1926         1.00
HUN  1980    55+   1925-        0.00
HUN  1981    12-   1969+        0.00
HUN  1981    13    1968         9.00
HUN  1981    14    1967        78.00
HUN  1981    15    1966       346.00
HUN  1981    16    1965      1044.00
HUN  1981    17    1964      2524.00
HUN  1981    18    1963      4473.00
HUN  1981    19    1962      6827.00
HUN  1981    20    1961      9212.00
HUN  1981    21    1960     10615.00
HUN  1981    22    1959     11398.00
HUN  1981    23    1958     11640.00
HUN  1981    24    1957     11515.00
HUN  1981    25    1956     11903.00
HUN  1981    26    1955     11643.00
HUN  1981    27    1954     10436.00
HUN  1981    28    1953      8405.00
HUN  1981    29    1952      6282.00
HUN  1981    30    1951      5274.00
HUN  1981    31    1950      4337.00
HUN  1981    32    1949      3553.00
HUN  1981    33    1948      2871.00
HUN  1981    34    1947      2070.00
HUN  1981    35    1946      1566.00
HUN  1981    36    1945      1143.00
HUN  1981    37    1944      1059.00
HUN  1981    38    1943       774.00
HUN  1981    39    1942       630.00
HUN  1981    40    1941       438.00
HUN  1981    41    1940       310.00
HUN  1981    42    1939       213.00
HUN  1981    43    1938       149.00
HUN  1981    44    1937        79.00
HUN  1981    45    1936        41.00
HUN  1981    46    1935        26.00
HUN  1981    47    1934         3.00
HUN  1981    48    1933         3.00
HUN  1981    49    1932         0.00
HUN  1981    50    1931         0.00
HUN  1981    51    1930         0.00
HUN  1981    52    1929         0.00
HUN  1981    53    1928         1.00
HUN  1981    54    1927         0.00
HUN  1981    55+   1926-        0.00
HUN  1982    12-   1970+        0.00
HUN  1982    13    1969         8.00
HUN  1982    14    1968        84.00
HUN  1982    15    1967       372.00
HUN  1982    16    1966      1029.00
HUN  1982    17    1965      2368.00
HUN  1982    18    1964      4306.00
HUN  1982    19    1963      6668.00
HUN  1982    20    1962      8181.00
HUN  1982    21    1961      9634.00
HUN  1982    22    1960     10542.00
HUN  1982    23    1959     10635.00
HUN  1982    24    1958     10592.00
HUN  1982    25    1957     10116.00
HUN  1982    26    1956     10337.00
HUN  1982    27    1955      9600.00
HUN  1982    28    1954      8709.00
HUN  1982    29    1953      6774.00
HUN  1982    30    1952      4982.00
HUN  1982    31    1951      4178.00
HUN  1982    32    1950      3293.00
HUN  1982    33    1949      2704.00
HUN  1982    34    1948      2183.00
HUN  1982    35    1947      1738.00
HUN  1982    36    1946      1126.00
HUN  1982    37    1945       915.00
HUN  1982    38    1944       731.00
HUN  1982    39    1943       575.00
HUN  1982    40    1942       426.00
HUN  1982    41    1941       277.00
HUN  1982    42    1940       196.00
HUN  1982    43    1939       129.00
HUN  1982    44    1938        75.00
HUN  1982    45    1937        44.00
HUN  1982    46    1936        22.00
HUN  1982    47    1935         6.00
HUN  1982    48    1934         1.00
HUN  1982    49    1933         1.00
HUN  1982    50    1932         0.00
HUN  1982    51    1931         1.00
HUN  1982    52    1930         1.00
HUN  1982    53    1929         0.00
HUN  1982    54    1928         0.00
HUN  1982    55+   1927-        0.00
HUN  1983    12-   1971+        0.00
HUN  1983    13    1970         9.00
HUN  1983    14    1969        74.00
HUN  1983    15    1968       394.00
HUN  1983    16    1967      1094.00
HUN  1983    17    1966      2242.00
HUN  1983    18    1965      3992.00
HUN  1983    19    1964      6138.00
HUN  1983    20    1963      7843.00
HUN  1983    21    1962      8690.00
HUN  1983    22    1961      9763.00
HUN  1983    23    1960     10092.00
HUN  1983    24    1959     10022.00
HUN  1983    25    1958      9639.00
HUN  1983    26    1957      9136.00
HUN  1983    27    1956      9005.00
HUN  1983    28    1955      8109.00
HUN  1983    29    1954      7101.00
HUN  1983    30    1953      5609.00
HUN  1983    31    1952      3983.00
HUN  1983    32    1951      3291.00
HUN  1983    33    1950      2724.00
HUN  1983    34    1949      2142.00
HUN  1983    35    1948      1668.00
HUN  1983    36    1947      1266.00
HUN  1983    37    1946       875.00
HUN  1983    38    1945       647.00
HUN  1983    39    1944       567.00
HUN  1983    40    1943       394.00
HUN  1983    41    1942       282.00
HUN  1983    42    1941       207.00
HUN  1983    43    1940       127.00
HUN  1983    44    1939        74.00
HUN  1983    45    1938        35.00
HUN  1983    46    1937        17.00
HUN  1983    47    1936         2.00
HUN  1983    48    1935         5.00
HUN  1983    49    1934         0.00
HUN  1983    50    1933         0.00
HUN  1983    51    1932         0.00
HUN  1983    52    1931         0.00
HUN  1983    53    1930         0.00
HUN  1983    54    1929         0.00
HUN  1983    55+   1928-        0.00
HUN  1984    12-   1972+        0.00
HUN  1984    13    1971        11.00
HUN  1984    14    1970        89.00
HUN  1984    15    1969       371.00
HUN  1984    16    1968      1231.00
HUN  1984    17    1967      2457.00
HUN  1984    18    1966      4010.00
